gourd_type,variety_name,season,avg_temperature,avg_humidity,sunlight_hours,soil_moisture,fertilizer_type,plant_health_score,vine_length_cm,leaf_count,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate
squash,kalabasa_native,wet,30.0,80.8,5.4,67.4,mixed,4,756.5,100,78,30,1,29,17,0.597
squash,kalabasa,wet,28.0,70.8,5.6,57.6,none,4,539.2,90,13,5,0,3,2,0.511
bottle_gourd,upo_long,wet,29.3,80.4,4.6,70.0,mixed,4,708.9,100,76,24,0,23,14,0.563
squash,kalabasa_native,dry,32.6,56.3,7.5,71.8,none,3,661.2,100,47,18,1,14,4,0.343
sponge_gourd,patola_ridged,wet,30.3,87.6,6.1,62.5,mixed,5,1005.5,100,67,30,0,27,18,0.581
bottle_gourd,upo_long,dry,34.4,64.5,8.7,75.9,organic,5,640.6,100,38,12,1,10,8,0.656
squash,kalabasa_native,wet,31.1,87.1,4.1,73.1,chemical,4,516.3,92,54,17,0,17,5,0.407
cucumber,pipino_japanese,wet,28.4,73.6,4.8,67.0,none,3,122.9,22,2,1,1,1,0,0.407
squash,kalabasa,dry,32.4,60.4,7.2,66.0,chemical,4,371.8,64,30,11,0,9,5,0.471
cucumber,pipino,dry,27.3,59.1,7.2,59.4,organic,4,345.1,52,58,24,0,23,11,0.533
bottle_gourd,upo_long,wet,28.6,70.8,4.7,74.8,organic,4,738.0,100,57,21,1,19,11,0.662
bottle_gourd,upo_round,dry,27.0,68.4,7.1,76.3,chemical,3,397.0,64,9,4,0,4,2,0.522
cucumber,pipino_native,dry,29.9,56.5,9.2,76.8,mixed,4,286.3,48,44,28,0,27,15,0.539
sponge_gourd,patola,dry,33.9,63.1,8.0,63.1,organic,3,419.8,66,69,25,0,24,8,0.372
bottle_gourd,upo_long,wet,26.3,84.4,4.7,60.3,organic,4,743.7,100,97,28,0,26,12,0.495
cucumber,pipino,dry,28.2,58.1,8.2,68.1,organic,4,273.4,50,59,29,0,25,15,0.611
sponge_gourd,patola_ridged,wet,26.6,75.4,4.9,67.2,none,3,595.0,98,59,27,1,24,14,0.48
bottle_gourd,upo_long,dry,28.1,62.5,9.8,72.2,organic,4,568.3,88,92,27,0,27,14,0.562
cucumber,pipino_japanese,dry,33.6,68.0,9.1,71.6,organic,4,488.1,84,48,23,0,23,13,0.579
bottle_gourd,upo_long,dry,34.7,63.2,8.3,54.8,none,4,573.1,94,35,12,1,12,5,0.499
sponge_gourd,patola_ridged,wet,27.2,88.2,4.6,70.1,none,4,315.9,42,20,7,0,7,1,0.434
squash,kalabasa,dry,25.8,58.4,9.3,79.0,none,4,352.1,56,3,1,1,1,1,0.489
bitter_gourd,ampalaya_bilog,dry,24.1,55.3,10.0,50.2,chemical,5,502.8,83,61,21,0,19,10,0.431
cucumber,pipino,dry,32.5,70.1,8.9,70.7,chemical,3,220.5,40,34,22,1,21,13,0.564
cucumber,pipino,dry,28.9,63.4,7.5,74.8,none,4,332.2,66,24,10,1,7,2,0.425
sponge_gourd,patola,dry,28.2,69.7,8.5,74.2,none,3,497.3,87,51,17,0,17,8,0.346
sponge_gourd,patola,wet,29.2,90.0,4.7,75.9,none,3,273.0,35,3,1,1,1,1,0.473
bitter_gourd,ampalaya_hybrid,wet,28.3,85.6,5.8,64.2,mixed,4,595.7,93,113,30,1,30,19,0.692
cucumber,pipino_native,dry,29.9,69.8,8.5,63.6,organic,4,189.0,33,23,10,1,8,6,0.676
cucumber,pipino,wet,31.8,89.1,6.3,51.8,chemical,3,219.6,33,34,17,1,17,8,0.398
cucumber,pipino_native,dry,32.2,55.5,7.1,55.1,mixed,5,776.0,100,49,30,1,30,22,0.655
squash,kalabasa,dry,33.1,55.5,8.0,76.2,mixed,4,503.4,85,62,17,0,13,5,0.473
bottle_gourd,upo_round,wet,29.7,75.2,5.8,77.4,mixed,4,502.4,86,43,17,1,14,9,0.575
cucumber,pipino_japanese,wet,28.1,70.5,5.2,60.6,none,4,232.3,35,9,5,1,5,4,0.428
squash,kalabasa_hybrid,dry,32.5,74.2,8.0,65.5,mixed,4,341.8,66,39,10,1,6,3,0.645
sponge_gourd,patola_ridged,dry,34.6,68.5,8.4,65.5,organic,3,676.1,100,74,25,1,25,11,0.539
bitter_gourd,ampalaya_oblong,dry,31.8,60.9,7.0,62.1,chemical,4,441.0,73,93,29,1,26,13,0.501
cucumber,pipino,wet,27.0,77.8,6.7,60.2,chemical,3,142.7,21,10,6,1,6,1,0.459
squash,kalabasa_native,wet,31.6,76.5,7.0,53.0,mixed,4,372.6,62,22,6,1,6,3,0.588
cucumber,pipino_native,dry,30.4,65.6,8.4,50.6,chemical,4,589.3,95,56,30,0,29,10,0.419
bottle_gourd,upo_smooth,dry,30.3,59.1,8.9,71.4,none,4,455.8,77,32,11,0,11,2,0.377
bitter_gourd,ampalaya_bilog,dry,31.8,67.5,9.6,59.7,chemical,3,298.7,53,26,8,1,7,2,0.497
cucumber,pipino_japanese,dry,31.6,73.7,8.4,72.1,mixed,5,496.7,90,48,30,0,27,16,0.546
squash,kalabasa,wet,30.4,89.0,5.4,68.8,none,4,810.7,100,118,30,0,27,10,0.3
cucumber,pipino_japanese,dry,25.7,67.7,9.2,66.5,mixed,4,399.2,63,67,29,0,27,13,0.41
cucumber,pipino_native,dry,24.1,62.4,7.4,72.5,none,4,167.0,24,15,6,1,4,1,0.438
cucumber,pipino_japanese,wet,28.6,82.9,4.3,73.1,mixed,5,320.7,52,25,12,0,10,7,0.523
sponge_gourd,patola_smooth,dry,25.3,65.9,8.3,69.4,mixed,4,711.8,100,76,27,1,24,15,0.644
cucumber,pipino_native,dry,32.6,64.0,8.8,52.5,mixed,3,141.6,30,12,7,0,4,4,0.45
cucumber,pipino_native,wet,31.6,81.0,6.8,74.0,chemical,4,226.6,38,41,17,1,13,5,0.514
sponge_gourd,patola_smooth,dry,28.7,66.8,9.6,57.0,none,3,293.9,47,37,15,0,11,6,0.367
sponge_gourd,patola,dry,24.2,57.4,9.6,51.6,none,4,762.5,100,78,30,1,30,14,0.403
cucumber,pipino,wet,31.0,82.7,6.9,59.2,mixed,4,286.3,45,50,27,1,24,14,0.482
cucumber,pipino_native,wet,31.7,87.5,5.9,59.8,none,3,288.6,37,39,19,1,18,6,0.325
cucumber,pipino_japanese,wet,31.3,83.7,5.0,70.2,chemical,3,239.8,39,23,13,0,13,3,0.397
squash,kalabasa_native,dry,27.8,62.7,9.8,56.6,organic,3,243.5,41,6,2,0,2,1,0.528
sponge_gourd,patola_smooth,dry,27.1,70.9,9.4,74.0,mixed,4,585.3,92,62,29,1,27,17,0.691
cucumber,pipino_native,wet,29.4,77.5,4.5,50.7,mixed,4,161.2,18,14,6,1,4,4,0.627
bitter_gourd,ampalaya_oblong,dry,27.0,69.0,8.5,55.8,mixed,5,321.4,54,53,15,0,12,6,0.601
bitter_gourd,ampalaya_oblong,wet,26.7,87.2,6.1,63.1,none,4,534.0,89,79,27,0,23,11,0.399
cucumber,pipino,dry,35.0,60.7,9.8,70.9,none,3,333.2,68,45,24,1,22,9,0.442
cucumber,pipino_native,wet,29.7,82.0,7.0,67.4,chemical,4,140.9,19,22,9,1,7,4,0.516
squash,kalabasa_hybrid,wet,31.1,86.5,4.4,69.9,mixed,4,257.0,46,3,1,0,1,1,0.517
squash,kalabasa_hybrid,wet,31.0,81.5,5.4,75.8,none,3,789.3,100,81,24,0,21,7,0.335
bottle_gourd,upo_round,dry,28.2,68.3,7.9,62.1,mixed,4,366.4,56,16,6,1,2,2,0.646
cucumber,pipino,dry,32.4,66.2,7.0,58.9,chemical,4,228.0,39,28,12,1,10,5,0.506
squash,kalabasa_native,wet,30.5,86.7,5.3,78.5,chemical,3,609.4,98,67,18,0,15,9,0.444
squash,kalabasa,wet,28.3,86.3,6.7,53.6,organic,4,614.3,96,38,13,0,12,7,0.554
cucumber,pipino_native,wet,31.9,80.8,6.2,71.1,organic,5,733.1,100,68,30,1,26,15,0.608
bottle_gourd,upo_round,dry,28.8,69.6,8.1,67.2,organic,4,359.6,61,13,6,1,5,3,0.673
squash,kalabasa_hybrid,wet,30.4,87.0,5.7,79.2,mixed,4,672.6,100,55,21,0,21,10,0.577
squash,kalabasa,dry,34.5,68.0,9.1,76.7,mixed,3,386.4,66,31,8,1,7,2,0.559
squash,kalabasa_hybrid,dry,32.3,65.7,9.3,59.2,mixed,5,650.5,96,19,6,1,2,1,0.617
sponge_gourd,patola_ridged,dry,34.4,59.6,7.8,70.7,mixed,4,270.7,50,20,7,0,3,2,0.492
bottle_gourd,upo_long,wet,28.4,70.6,6.2,55.5,none,4,580.6,90,59,21,1,20,9,0.476
cucumber,pipino_japanese,wet,31.2,72.2,6.8,69.6,mixed,4,360.6,61,36,15,0,15,7,0.631
squash,kalabasa_native,dry,26.2,66.0,7.4,53.6,none,3,377.4,63,60,17,0,13,6,0.31
bitter_gourd,ampalaya_hybrid,dry,33.3,61.7,8.6,52.5,organic,5,886.0,100,101,30,0,26,13,0.558
bitter_gourd,ampalaya_bilog,dry,31.7,70.5,9.8,75.3,none,4,356.0,64,4,1,1,1,0,0.432
squash,kalabasa_hybrid,wet,26.4,75.0,6.8,66.9,chemical,4,802.1,100,86,27,1,27,15,0.633
bottle_gourd,upo_round,wet,28.6,71.7,6.5,65.2,mixed,4,565.5,99,54,23,1,19,10,0.657
cucumber,pipino_native,dry,24.6,67.6,8.8,77.3,organic,5,506.6,72,48,25,1,25,17,0.773
sponge_gourd,patola_ridged,wet,27.4,74.4,4.1,63.6,organic,4,404.7,66,72,26,0,25,11,0.518
bitter_gourd,ampalaya_oblong,dry,27.8,59.9,8.5,61.1,chemical,4,560.1,93,85,27,0,25,9,0.446
bottle_gourd,upo_long,dry,31.2,73.1,8.8,54.1,organic,4,537.8,96,27,8,0,4,3,0.572
bottle_gourd,upo_smooth,wet,29.6,72.6,6.8,61.5,none,4,503.1,76,57,17,1,15,8,0.477
bitter_gourd,ampalaya_bilog,dry,27.4,55.5,9.8,75.7,chemical,4,440.1,79,70,18,1,18,8,0.482
bottle_gourd,upo_long,dry,28.9,56.4,9.1,54.2,mixed,5,768.4,100,48,23,0,21,13,0.576
bottle_gourd,upo_long,dry,28.1,60.0,9.8,67.0,mixed,4,931.4,100,80,30,0,29,15,0.484
sponge_gourd,patola_ridged,wet,26.9,73.8,6.2,60.1,none,4,230.8,36,12,4,1,2,0,0.469
squash,kalabasa_hybrid,dry,31.1,69.2,7.6,52.7,none,3,485.8,86,55,18,0,14,5,0.3
bottle_gourd,upo_round,wet,27.2,78.2,6.6,71.1,organic,4,622.6,98,72,22,1,18,10,0.651
bitter_gourd,ampalaya_hybrid,dry,30.1,64.8,7.6,78.1,none,4,613.1,100,76,29,0,26,10,0.476
bitter_gourd,ampalaya_hybrid,dry,24.2,64.7,8.9,75.2,none,3,536.2,92,60,24,0,24,9,0.358
sponge_gourd,patola_smooth,wet,28.0,70.0,6.1,60.9,organic,4,401.6,63,59,24,1,23,11,0.561
bottle_gourd,upo_round,dry,30.7,74.3,8.0,52.3,organic,4,515.2,92,57,27,1,27,18,0.675
cucumber,pipino_japanese,wet,31.3,72.2,6.2,62.7,mixed,4,596.0,95,49,30,1,29,18,0.607
sponge_gourd,patola,dry,26.9,74.9,8.3,64.2,organic,5,303.1,58,26,10,1,9,8,0.69
cucumber,pipino_native,dry,30.0,69.7,9.0,62.1,none,4,213.0,30,20,11,0,8,4,0.45
bottle_gourd,upo_round,wet,30.5,87.4,4.2,60.8,none,3,368.6,64,23,9,1,6,3,0.397
bottle_gourd,upo_long,wet,29.5,89.1,4.3,78.3,chemical,3,404.7,64,48,16,1,13,6,0.497
sponge_gourd,patola,dry,31.1,70.1,8.5,77.1,mixed,4,490.3,81,86,30,0,29,14,0.497
cucumber,pipino,wet,26.9,71.7,6.6,72.8,mixed,4,359.4,59,56,29,1,25,14,0.646
bottle_gourd,upo_long,dry,24.4,57.6,8.6,77.2,none,4,535.4,91,25,8,1,4,0,0.361
cucumber,pipino_native,wet,26.3,76.0,5.6,59.3,chemical,4,314.7,46,50,30,0,28,11,0.408
sponge_gourd,patola_ridged,wet,26.3,88.1,4.3,70.9,organic,3,670.7,100,78,26,0,24,11,0.484
bitter_gourd,ampalaya_hybrid,wet,26.9,87.3,5.3,56.1,organic,4,752.6,100,82,30,1,28,20,0.657
bottle_gourd,upo_smooth,dry,26.6,70.4,7.1,65.1,chemical,4,485.0,81,13,6,1,4,0,0.625
cucumber,pipino_japanese,wet,29.7,85.7,6.7,51.9,mixed,4,125.6,26,6,3,1,2,2,0.488
sponge_gourd,patola_smooth,wet,27.6,74.7,5.5,59.0,organic,5,859.5,100,72,25,0,23,17,0.632
sponge_gourd,patola_ridged,dry,30.1,57.7,7.8,69.0,none,3,276.4,47,58,22,1,21,7,0.429
cucumber,pipino_native,wet,30.1,85.0,5.7,78.8,organic,4,286.7,49,44,26,0,22,9,0.484
squash,kalabasa_hybrid,wet,26.1,87.9,6.3,77.7,chemical,4,356.7,56,19,5,1,2,0,0.467
sponge_gourd,patola,dry,25.7,73.0,9.0,57.3,none,3,204.2,36,2,1,0,1,1,0.397
bottle_gourd,upo_round,wet,29.0,84.2,6.6,53.2,organic,4,513.1,91,22,11,0,8,6,0.452
bitter_gourd,ampalaya_oblong,wet,29.7,88.3,6.3,69.9,organic,5,515.2,85,66,23,0,20,11,0.633
bitter_gourd,ampalaya_oblong,dry,31.8,59.3,8.2,75.4,none,4,389.6,59,41,13,0,10,4,0.432
sponge_gourd,patola_ridged,wet,26.3,85.6,6.2,69.1,chemical,3,669.2,100,69,30,0,26,10,0.473
sponge_gourd,patola_smooth,wet,28.9,75.9,4.9,55.8,mixed,3,633.6,100,63,25,1,25,12,0.55
sponge_gourd,patola_ridged,dry,30.9,57.4,7.1,59.1,mixed,4,240.4,45,17,6,1,6,6,0.589
sponge_gourd,patola_smooth,wet,27.5,77.5,6.7,70.1,organic,4,257.9,41,14,7,0,3,3,0.589
bitter_gourd,ampalaya_oblong,dry,33.0,62.9,8.1,70.0,mixed,3,163.4,29,16,6,0,6,1,0.493
cucumber,pipino_japanese,dry,30.4,68.4,8.8,58.5,none,5,461.6,76,25,16,1,16,6,0.462
sponge_gourd,patola_ridged,wet,27.8,86.8,6.3,64.1,organic,5,260.2,42,7,3,0,2,1,0.654
bottle_gourd,upo_long,dry,24.6,71.9,7.6,55.0,none,4,590.8,99,61,26,1,25,11,0.418
bitter_gourd,ampalaya_bilog,dry,24.1,74.0,9.7,74.3,mixed,4,243.4,37,20,8,1,4,2,0.586
squash,kalabasa_hybrid,dry,28.8,69.0,8.3,59.3,chemical,4,676.3,100,49,14,0,14,9,0.474
sponge_gourd,patola_smooth,dry,34.4,57.5,9.2,54.6,chemical,3,417.0,67,68,23,1,23,13,0.505
cucumber,pipino_japanese,dry,25.9,69.1,7.4,57.5,chemical,4,446.8,76,58,28,1,28,17,0.686
bottle_gourd,upo_round,dry,24.8,66.1,8.5,70.1,none,4,407.4,78,40,14,0,10,3,0.3
bottle_gourd,upo_smooth,wet,29.6,84.1,4.5,56.4,chemical,3,474.6,83,22,9,1,5,2,0.484
squash,kalabasa,dry,26.4,58.5,8.1,58.1,organic,3,624.0,100,82,22,1,19,12,0.527
sponge_gourd,patola_ridged,dry,32.9,59.2,7.3,60.2,mixed,4,201.0,35,9,3,0,3,2,0.568
sponge_gourd,patola_ridged,dry,32.6,58.9,8.5,71.0,none,3,284.7,46,17,6,0,4,0,0.3
bitter_gourd,ampalaya_hybrid,dry,31.7,65.4,7.4,51.0,mixed,3,436.1,74,107,30,0,27,15,0.472
squash,kalabasa,dry,32.6,60.8,9.7,71.2,chemical,3,551.7,86,74,19,1,17,6,0.497
cucumber,pipino_native,wet,29.8,87.6,6.2,52.2,chemical,4,392.9,64,31,18,1,17,8,0.506
sponge_gourd,patola_smooth,wet,29.8,81.6,6.4,76.9,chemical,4,250.3,42,14,6,1,2,0,0.505
squash,kalabasa,wet,27.7,87.0,4.1,66.3,none,3,393.5,72,31,9,0,8,4,0.373
squash,kalabasa_native,wet,30.0,89.3,6.5,63.8,mixed,4,813.6,100,106,29,1,26,17,0.588
cucumber,pipino_native,wet,26.2,76.3,4.6,77.7,mixed,4,371.9,72,23,13,0,11,6,0.546
bitter_gourd,ampalaya_oblong,wet,30.4,74.6,5.5,54.7,chemical,4,430.2,74,55,21,0,21,9,0.511
sponge_gourd,patola_smooth,wet,30.2,73.4,4.5,66.0,none,3,354.0,52,29,13,0,9,2,0.437
squash,kalabasa_hybrid,dry,30.8,74.9,8.5,51.2,mixed,4,821.2,100,119,30,1,27,14,0.603
squash,kalabasa_hybrid,dry,33.1,59.5,9.2,53.3,organic,4,627.7,95,98,29,1,27,17,0.547
sponge_gourd,patola,wet,31.8,85.8,5.1,72.9,chemical,3,315.8,57,50,17,0,14,4,0.392
bottle_gourd,upo_long,dry,27.1,57.5,9.8,79.7,organic,4,461.2,80,33,11,1,9,7,0.739
cucumber,pipino_native,wet,29.3,80.4,4.7,58.8,organic,5,544.0,88,71,30,1,29,19,0.663
bottle_gourd,upo_round,dry,28.0,65.4,7.9,79.2,none,3,533.8,88,44,15,1,11,6,0.48
bottle_gourd,upo_round,dry,29.9,56.6,8.5,62.5,organic,4,308.5,56,15,7,1,4,1,0.602
squash,kalabasa_native,wet,28.5,81.3,4.9,56.3,chemical,3,324.2,52,4,1,1,1,1,0.474
bottle_gourd,upo_smooth,dry,27.3,72.5,7.2,54.4,none,4,604.3,99,92,27,1,26,13,0.451
cucumber,pipino,dry,35.0,72.8,8.3,50.8,organic,4,271.8,53,37,16,1,15,9,0.531
bitter_gourd,ampalaya_oblong,wet,28.2,74.8,6.3,68.2,organic,3,340.3,58,43,17,1,16,9,0.612
cucumber,pipino_japanese,wet,28.3,78.7,5.7,73.8,mixed,5,391.7,56,46,27,0,26,15,0.611
bottle_gourd,upo_long,dry,26.0,65.6,7.7,50.6,organic,5,754.8,100,103,30,0,27,17,0.675
cucumber,pipino_japanese,wet,31.9,81.3,5.1,53.7,none,5,688.9,100,60,30,0,29,12,0.36
bitter_gourd,ampalaya_hybrid,wet,28.2,84.6,5.7,71.2,mixed,4,728.8,100,111,30,1,26,16,0.647
bitter_gourd,ampalaya_oblong,wet,27.6,81.2,5.8,58.0,mixed,5,591.6,93,78,23,1,19,14,0.625
bitter_gourd,ampalaya_oblong,wet,31.7,83.7,6.5,74.0,mixed,4,547.7,85,76,30,1,29,18,0.601
cucumber,pipino_japanese,dry,29.9,71.1,9.8,51.5,mixed,5,235.8,32,24,10,1,8,7,0.646
sponge_gourd,patola_smooth,wet,29.3,71.9,5.7,79.3,chemical,4,750.6,100,59,25,1,25,17,0.589
bitter_gourd,ampalaya_hybrid,dry,34.6,67.5,8.1,62.1,organic,4,258.8,44,14,4,0,3,3,0.494
sponge_gourd,patola,dry,33.3,67.2,8.5,67.7,mixed,4,384.1,68,35,17,0,14,7,0.539
squash,kalabasa_native,wet,28.8,77.4,5.6,50.4,chemical,4,473.0,80,47,17,0,14,6,0.519
squash,kalabasa,wet,29.6,77.0,6.1,58.2,organic,4,549.1,94,61,21,1,21,15,0.605
squash,kalabasa_native,dry,24.8,58.3,7.7,66.1,mixed,4,739.7,100,46,15,0,15,8,0.516
bitter_gourd,ampalaya_oblong,wet,26.7,88.0,5.9,70.7,chemical,4,627.4,100,67,26,1,24,14,0.535
bottle_gourd,upo_long,wet,29.4,82.3,4.1,55.2,mixed,4,705.1,100,71,24,1,23,11,0.523
bitter_gourd,ampalaya_oblong,wet,31.3,71.9,5.1,54.9,mixed,3,322.6,57,46,17,0,15,10,0.613
squash,kalabasa_native,wet,30.4,71.2,6.2,54.5,none,2,509.7,96,45,17,1,15,3,0.34
cucumber,pipino_native,dry,30.2,74.7,8.7,65.3,mixed,3,355.5,67,42,17,0,14,9,0.548
squash,kalabasa_native,wet,28.7,79.1,5.0,75.0,mixed,4,720.0,100,50,19,1,16,13,0.66
squash,kalabasa,wet,28.9,84.6,6.8,63.8,none,3,561.8,97,30,9,0,8,2,0.449
sponge_gourd,patola_ridged,wet,29.9,88.5,6.1,57.7,mixed,4,438.2,73,79,30,1,30,19,0.619
sponge_gourd,patola,wet,27.9,77.0,5.6,56.5,organic,5,462.9,83,54,27,1,23,19,0.719
bitter_gourd,ampalaya_hybrid,wet,26.4,77.8,6.4,55.5,mixed,4,492.4,85,120,30,1,29,17,0.577
cucumber,pipino_japanese,wet,30.4,82.5,4.4,58.2,chemical,3,310.5,53,30,19,0,17,7,0.3
squash,kalabasa_native,wet,27.8,84.7,6.7,69.8,mixed,4,231.7,39,14,4,1,3,3,0.593
sponge_gourd,patola_smooth,dry,27.2,74.2,9.5,70.8,chemical,4,890.5,100,88,30,1,29,19,0.672
squash,kalabasa,dry,32.3,72.9,7.2,67.6,none,4,971.7,100,104,30,0,26,10,0.331
bottle_gourd,upo_long,wet,31.1,78.4,4.3,71.8,mixed,5,696.8,100,75,30,0,29,15,0.467
sponge_gourd,patola_ridged,dry,30.3,71.9,8.9,65.4,chemical,4,484.2,77,76,30,1,30,17,0.581
squash,kalabasa,wet,29.1,78.0,4.9,59.9,organic,3,449.9,76,71,24,0,22,14,0.559
squash,kalabasa_native,dry,25.1,66.5,9.0,66.0,chemical,4,582.6,85,81,27,1,25,12,0.512
cucumber,pipino_native,dry,26.4,55.2,7.2,55.4,chemical,3,465.0,81,60,27,1,25,15,0.587
squash,kalabasa_hybrid,wet,26.6,86.0,4.7,75.7,organic,5,881.1,100,79,27,0,26,16,0.64
sponge_gourd,patola_ridged,dry,32.7,61.4,7.3,71.4,none,3,349.0,58,56,19,0,18,4,0.3
bitter_gourd,ampalaya_oblong,dry,28.8,71.8,9.2,74.1,mixed,4,451.8,81,80,23,1,20,14,0.728
bitter_gourd,ampalaya_bilog,wet,27.6,87.0,5.1,63.2,organic,5,356.5,58,61,18,0,14,9,0.65
cucumber,pipino_native,dry,25.2,59.0,7.1,65.9,none,3,248.8,40,20,11,1,8,3,0.37
bitter_gourd,ampalaya_oblong,wet,26.4,79.6,5.2,50.2,none,3,275.2,43,50,13,0,10,6,0.373
bottle_gourd,upo_smooth,dry,31.1,61.8,9.0,72.3,chemical,2,347.0,56,29,12,1,10,5,0.485
cucumber,pipino,dry,31.3,63.4,8.8,69.2,mixed,4,364.5,72,29,18,0,16,12,0.605
bitter_gourd,ampalaya_bilog,wet,26.8,78.8,5.6,59.8,none,3,436.1,72,45,15,0,15,4,0.319
sponge_gourd,patola,wet,30.2,87.1,6.4,53.1,chemical,4,499.9,83,65,23,1,21,14,0.564
bitter_gourd,ampalaya_hybrid,wet,29.4,72.1,6.9,65.6,mixed,4,323.2,50,47,15,1,14,7,0.534
squash,kalabasa_hybrid,dry,26.6,63.3,8.7,78.6,none,3,507.8,94,42,11,1,10,6,0.396
squash,kalabasa,wet,29.3,77.2,6.0,58.3,chemical,4,839.5,100,105,30,1,26,13,0.516
bottle_gourd,upo_long,dry,32.6,59.0,8.8,61.1,mixed,5,994.2,100,75,25,1,24,14,0.659
sponge_gourd,patola_smooth,dry,29.3,56.7,7.4,63.4,mixed,5,593.2,100,39,14,1,10,7,0.551
squash,kalabasa,dry,35.0,73.3,7.0,50.5,none,4,367.3,63,18,7,0,4,0,0.378
squash,kalabasa_hybrid,wet,27.6,86.3,4.7,59.8,organic,4,484.6,73,94,25,1,23,14,0.704
bottle_gourd,upo_smooth,dry,27.6,72.8,8.4,63.6,none,4,799.3,100,63,20,1,19,10,0.518
sponge_gourd,patola_ridged,dry,24.1,60.4,7.5,55.2,organic,5,504.1,82,29,10,0,10,6,0.593
squash,kalabasa_native,dry,29.5,62.8,7.9,64.0,chemical,3,549.4,91,27,9,1,9,4,0.539
squash,kalabasa,dry,28.8,68.5,8.0,67.8,none,3,545.3,88,47,14,1,12,8,0.48
bitter_gourd,ampalaya_bilog,dry,32.3,59.1,7.1,78.3,none,3,282.0,41,47,17,1,13,7,0.448
cucumber,pipino_japanese,wet,31.1,76.7,6.1,52.0,organic,4,631.8,100,47,30,1,27,14,0.611
squash,kalabasa,wet,26.2,86.1,5.1,75.9,organic,4,819.6,100,95,29,1,27,18,0.629
bottle_gourd,upo_round,dry,31.9,66.6,9.1,71.8,none,4,903.7,100,59,29,1,26,15,0.504
bottle_gourd,upo_long,wet,29.9,80.6,5.8,71.0,none,4,385.5,62,12,5,0,2,1,0.367
bottle_gourd,upo_round,dry,29.8,73.5,8.2,51.0,none,4,288.5,48,3,1,1,1,0,0.454
sponge_gourd,patola,wet,26.5,79.9,6.6,68.4,organic,4,208.6,36,21,7,0,3,3,0.561
sponge_gourd,patola_smooth,dry,29.7,71.6,9.0,51.9,mixed,4,497.5,76,41,15,0,11,6,0.563
squash,kalabasa,dry,27.6,58.9,7.6,51.1,chemical,3,360.5,58,4,1,1,1,0,0.544
squash,kalabasa,dry,30.2,63.6,9.5,62.7,none,4,871.0,100,96,29,1,25,9,0.385
bottle_gourd,upo_smooth,wet,29.7,70.8,6.7,58.4,organic,4,777.5,100,43,20,1,16,11,0.614
cucumber,pipino_native,wet,31.5,70.6,5.8,67.4,mixed,4,195.2,31,18,8,0,7,2,0.516
squash,kalabasa_native,wet,26.2,74.7,4.4,77.3,chemical,4,710.9,100,55,22,1,21,12,0.532
bitter_gourd,ampalaya_oblong,wet,28.4,85.6,5.2,71.1,none,4,481.7,78,77,20,0,19,7,0.38
squash,kalabasa_hybrid,dry,31.4,59.3,7.6,50.7,organic,4,488.5,84,58,22,1,22,13,0.681
bottle_gourd,upo_long,wet,26.3,76.7,4.7,54.7,chemical,4,384.0,66,46,15,1,13,5,0.458
cucumber,pipino_japanese,dry,26.1,59.2,9.7,76.2,none,3,132.2,18,2,1,1,1,1,0.519
squash,kalabasa,dry,25.4,74.6,8.7,79.6,organic,3,553.6,98,81,21,0,18,11,0.498
cucumber,pipino,dry,29.2,73.4,9.4,55.8,none,4,627.6,100,58,30,1,30,13,0.452
bottle_gourd,upo_smooth,dry,34.1,65.6,8.4,65.5,mixed,4,746.7,100,50,24,1,23,11,0.557
cucumber,pipino_japanese,dry,32.9,60.3,9.5,70.4,chemical,3,208.9,21,24,15,0,11,4,0.352
cucumber,pipino_native,wet,26.9,83.5,5.0,72.4,organic,5,775.1,100,51,30,1,29,19,0.659
cucumber,pipino,dry,26.1,71.6,9.0,61.3,chemical,3,185.2,30,20,10,0,7,5,0.482
bitter_gourd,ampalaya_bilog,wet,28.7,80.4,5.9,55.2,mixed,4,583.2,97,105,30,0,29,13,0.533
sponge_gourd,patola_ridged,wet,27.4,81.6,4.6,76.2,none,3,295.2,47,22,9,1,7,1,0.453
bitter_gourd,ampalaya_oblong,dry,34.1,68.7,7.4,66.1,organic,3,296.0,48,28,10,0,6,1,0.487
cucumber,pipino_native,dry,26.4,57.5,9.4,53.2,chemical,3,444.7,79,58,26,1,25,14,0.497
bitter_gourd,ampalaya_hybrid,dry,25.6,70.7,7.3,73.2,none,5,350.6,57,39,11,1,9,7,0.534
bitter_gourd,ampalaya_oblong,wet,28.7,88.6,5.1,67.0,organic,4,620.7,100,99,30,0,30,15,0.562
squash,kalabasa_native,dry,27.2,55.5,7.2,64.8,none,3,251.4,38,3,1,0,1,0,0.4
squash,kalabasa_hybrid,dry,27.6,65.4,9.8,71.1,none,4,560.6,100,59,18,1,18,9,0.523
cucumber,pipino_japanese,dry,25.3,62.5,7.7,52.0,mixed,4,283.5,48,32,13,0,10,5,0.56
bottle_gourd,upo_round,wet,28.1,72.3,6.7,53.1,mixed,3,416.8,69,28,11,0,11,5,0.542
bottle_gourd,upo_round,wet,27.7,86.3,5.5,65.9,none,4,576.3,95,19,7,1,7,3,0.453
