plant_type,plant_age,temperature,humidity,sunlight_hours,soil_ph,soil_type,watering_frequency,fertilizer_type,fertilizer_frequency,pest_control,height,leaf_count,stem_thickness,health_rating,male_flowers,female_flowers
kalabasa,45,27.4,49.2,7.3,6.7,loamy,6,chemical,1,regular,519.1,58,11.5,4,33,9
patola,95,27.5,46.3,6.4,6.2,loamy,2,organic,1,regular,245.3,10,12.6,4,16,7
ampalaya_bilog,68,25.3,68.5,7.3,5.6,loamy,3,chemical,4,regular,235.6,38,11.3,5,37,20
patola,56,33.8,65.0,6.1,5.9,clay,2,organic,1,regular,175.8,19,10.2,3,23,9
ampalaya_bilog,22,29.1,64.5,8.0,6.5,sandy,4,organic,0,regular,303.4,57,10.0,4,28,14
upo_smooth,39,33.4,85.8,6.5,6.2,loamy,6,mixed,1,intensive,196.4,18,6.2,3,35,13
patola,47,27.1,93.2,8.0,7.3,loamy,5,mixed,1,regular,133.6,18,13.0,3,17,9
kalabasa,56,31.0,41.9,6.8,6.1,loamy,6,mixed,0,regular,462.1,28,11.0,5,31,10
cucumber,37,29.4,79.7,6.2,6.1,clay,3,mixed,1,as-needed,91.4,39,14.7,4,45,16
upo_smooth,69,26.5,60.8,7.8,6.8,clay,4,none,2,as-needed,392.0,48,19.7,4,41,12
ampalaya_bilog,20,29.0,68.6,3.9,6.2,sandy,8,mixed,2,none,264.5,68,7.5,2,2,4
kalabasa,54,25.1,57.5,6.7,6.5,sandy,7,chemical,3,as-needed,434.5,72,17.0,3,19,9
ampalaya_bilog,42,27.3,62.1,9.8,6.3,loamy,7,organic,1,as-needed,245.5,10,11.6,3,16,12
kalabasa,43,24.4,71.1,6.1,6.3,silty,3,organic,0,intensive,387.6,51,6.0,2,24,12
patola,57,26.8,72.5,6.7,6.0,loamy,7,organic,2,as-needed,137.5,30,14.4,3,26,12
upo_smooth,99,26.4,75.6,9.4,6.4,loamy,5,chemical,2,as-needed,155.5,22,6.9,3,20,9
kalabasa,95,18.6,86.3,3.0,6.6,clay,7,chemical,2,as-needed,201.1,41,6.3,4,12,2
patola,100,33.8,71.9,6.2,6.1,sandy,4,chemical,2,as-needed,227.6,63,24.8,4,16,12
ampalaya_bilog,76,26.0,67.7,6.7,6.1,loamy,5,organic,3,intensive,220.0,63,11.1,3,23,18
patola,41,26.8,77.3,7.2,6.6,silty,3,chemical,4,none,328.1,27,18.4,4,23,13
kalabasa,99,29.5,46.0,9.4,6.5,sandy,3,mixed,3,regular,466.7,73,13.8,3,16,2
upo_smooth,47,31.8,92.7,6.9,6.8,silty,4,mixed,2,as-needed,172.7,24,18.1,3,29,7
patola,60,20.3,63.5,7.1,5.1,clay,5,organic,1,regular,328.4,67,9.4,5,35,16
kalabasa,46,30.4,57.8,6.9,6.3,loamy,6,chemical,4,none,357.4,13,10.7,3,17,6
ampalaya_bilog,67,29.7,54.7,7.1,7.3,loamy,4,mixed,2,none,132.3,76,6.4,3,5,17
ampalaya_bilog,27,28.5,71.8,7.2,6.1,clay,7,mixed,2,regular,134.6,58,6.4,3,17,15
patola,46,19.2,72.0,6.5,6.6,clay,6,chemical,2,intensive,264.2,43,22.1,2,13,2
kalabasa,53,29.6,78.3,7.3,6.5,silty,6,chemical,2,as-needed,498.3,38,5.4,1,14,5
cucumber,92,38.4,57.2,7.3,6.2,loamy,4,organic,2,regular,138.3,68,6.5,3,15,4
kalabasa,45,19.8,64.1,7.8,5.4,silty,6,none,1,as-needed,491.6,20,19.5,2,17,1
cucumber,41,23.4,68.5,6.5,6.7,loamy,5,mixed,2,regular,220.8,48,12.6,4,41,26
ampalaya_bilog,60,27.3,73.7,7.2,7.8,loamy,3,none,1,as-needed,246.0,69,11.3,4,21,15
cucumber,20,20.4,90.9,7.5,6.7,loamy,3,organic,1,as-needed,196.7,59,11.5,4,25,15
kalabasa,28,31.8,74.4,3.7,6.1,silty,5,none,2,regular,464.4,38,14.2,4,12,4
upo_smooth,31,25.5,74.1,7.7,7.1,sandy,5,chemical,1,none,182.3,39,22.8,3,20,14
kalabasa,73,35.6,41.0,5.2,6.3,loamy,2,mixed,2,regular,127.1,58,15.0,3,14,9
cucumber,56,24.5,87.0,6.0,6.1,loamy,4,chemical,0,regular,262.7,76,6.8,5,51,25
kalabasa,100,29.1,70.0,7.7,6.2,loamy,3,mixed,2,none,463.9,11,17.2,3,22,4
kalabasa,61,20.3,48.9,6.0,6.8,silty,4,organic,0,as-needed,475.5,19,8.0,2,17,2
ampalaya_bilog,58,26.7,68.7,7.0,6.7,clay,3,chemical,1,none,317.5,67,16.0,5,39,18
cucumber,40,20.6,75.8,7.1,6.5,sandy,6,chemical,4,as-needed,200.5,33,8.0,4,42,22
patola,53,34.9,63.3,9.2,7.4,clay,5,chemical,0,regular,233.0,45,11.8,3,20,12
kalabasa,41,24.0,63.7,7.2,6.2,loamy,4,organic,3,none,340.1,47,24.1,5,42,13
kalabasa,94,21.4,79.5,3.9,6.3,clay,4,mixed,2,as-needed,471.7,28,19.5,3,22,1
ampalaya_bilog,55,29.7,60.1,11.6,6.5,loamy,4,mixed,0,regular,232.6,20,8.3,4,27,14
patola,65,28.4,75.0,4.0,6.1,clay,2,chemical,2,regular,353.3,31,19.4,2,5,7
cucumber,40,33.2,64.8,8.1,6.2,clay,4,mixed,2,regular,237.6,67,16.7,3,40,16
cucumber,33,23.9,41.4,7.7,7.8,sandy,5,mixed,4,none,268.8,28,11.8,4,29,11
patola,96,27.9,67.7,6.6,6.5,silty,4,organic,3,regular,228.6,68,8.4,3,10,7
cucumber,29,21.5,68.7,6.7,6.4,clay,3,chemical,0,regular,160.1,25,14.6,5,39,21
cucumber,37,16.8,62.8,10.6,7.8,clay,7,organic,1,regular,204.8,63,22.4,3,25,10
upo_smooth,79,28.3,71.2,6.8,6.4,sandy,6,organic,2,regular,345.8,38,19.7,2,33,15
upo_smooth,63,25.2,79.2,5.1,7.0,loamy,4,organic,2,as-needed,315.6,25,17.3,3,31,15
ampalaya_bilog,74,29.6,63.3,11.9,6.0,clay,4,organic,3,as-needed,317.4,24,17.3,3,31,12
kalabasa,70,28.8,74.7,7.0,6.1,clay,2,chemical,3,as-needed,326.7,37,9.2,5,42,11
ampalaya_bilog,43,38.7,73.8,8.8,7.8,silty,2,chemical,2,as-needed,234.6,57,22.7,4,28,8
kalabasa,64,28.5,76.7,7.4,6.1,loamy,4,mixed,4,intensive,335.3,43,10.4,3,30,8
patola,60,29.8,69.6,5.5,6.3,loamy,4,none,4,none,290.5,66,20.0,4,14,12
ampalaya_bilog,57,28.8,68.7,7.0,6.7,silty,4,chemical,4,intensive,212.2,41,10.6,5,40,16
cucumber,44,26.2,60.1,9.4,6.3,silty,5,mixed,2,intensive,182.9,27,18.9,4,41,24
upo_smooth,57,22.2,66.4,6.3,6.5,clay,3,organic,3,as-needed,121.3,30,8.9,4,51,29
kalabasa,41,31.2,66.5,6.4,6.4,clay,4,mixed,0,regular,151.9,78,9.0,4,42,21
patola,51,27.6,73.7,11.9,6.8,loamy,3,chemical,1,regular,117.0,45,9.4,5,32,16
ampalaya_bilog,45,29.9,65.4,11.3,6.2,silty,5,organic,2,intensive,306.3,14,10.4,2,27,10
patola,46,29.8,71.5,6.4,8.0,loamy,4,chemical,2,intensive,324.4,29,16.8,3,26,11
ampalaya_bilog,56,20.9,68.1,6.2,7.7,loamy,6,mixed,1,as-needed,249.1,77,23.3,3,25,13
ampalaya_bilog,50,32.9,53.2,6.2,5.7,loamy,4,chemical,4,regular,270.4,62,11.6,1,12,5
kalabasa,48,24.0,66.6,5.2,6.7,sandy,6,organic,2,as-needed,233.4,45,12.5,3,25,9
upo_smooth,109,27.9,65.8,8.0,6.5,silty,2,organic,1,as-needed,133.3,43,23.6,1,21,2
patola,58,38.9,70.7,9.9,6.4,clay,6,chemical,3,as-needed,316.1,20,19.3,1,3,3
upo_smooth,55,18.0,83.9,6.2,7.7,clay,8,organic,2,as-needed,319.3,18,7.5,2,16,14
kalabasa,27,25.8,53.6,7.7,6.4,loamy,2,organic,1,regular,515.9,32,20.9,3,18,6
cucumber,52,17.8,74.7,6.3,6.8,loamy,4,chemical,2,regular,91.7,26,12.7,5,34,14
kalabasa,87,19.7,73.9,9.0,6.1,clay,5,chemical,3,as-needed,126.1,76,10.3,4,17,6
kalabasa,101,27.9,43.6,10.1,6.4,sandy,6,chemical,0,as-needed,149.2,70,15.1,3,18,6
patola,64,31.4,78.1,6.5,7.7,clay,6,chemical,1,regular,147.6,34,11.9,4,15,5
kalabasa,62,26.7,40.4,11.8,6.5,loamy,2,chemical,1,regular,527.2,65,24.2,4,30,10
upo_smooth,48,28.7,68.6,8.8,7.0,silty,4,organic,0,as-needed,249.9,49,10.1,3,43,20
ampalaya_bilog,48,27.2,65.4,9.6,6.4,sandy,4,organic,2,as-needed,241.8,18,10.5,3,34,13
patola,60,28.9,53.4,7.6,6.8,loamy,8,mixed,2,regular,137.3,75,21.1,3,25,8
kalabasa,24,25.3,64.3,6.0,6.6,loamy,5,mixed,1,as-needed,334.8,73,17.7,3,32,10
upo_smooth,61,24.8,62.0,6.4,6.5,sandy,5,organic,3,regular,132.6,55,7.1,3,46,17
upo_smooth,80,26.6,49.1,7.9,6.7,silty,3,organic,2,regular,260.7,72,19.3,4,42,17
patola,55,19.7,64.7,7.5,6.2,clay,4,chemical,2,regular,277.8,72,22.4,2,5,11
ampalaya_bilog,70,35.9,79.5,10.4,6.5,sandy,5,mixed,4,as-needed,99.6,35,21.5,4,17,8
ampalaya_bilog,52,26.3,72.9,3.9,6.6,loamy,4,organic,2,intensive,274.3,24,12.7,3,14,15
kalabasa,84,25.6,80.0,10.6,6.3,silty,7,none,2,regular,411.4,76,24.8,3,18,1
upo_smooth,76,24.8,43.3,6.6,6.9,clay,6,chemical,0,regular,280.6,55,24.1,4,32,17
upo_smooth,53,25.2,52.1,7.7,6.6,loamy,4,chemical,3,regular,130.3,51,11.9,2,22,17
upo_smooth,54,28.0,79.7,7.0,5.3,loamy,5,organic,2,regular,421.0,24,16.8,3,40,17
ampalaya_bilog,53,27.0,76.2,5.5,6.5,clay,5,chemical,3,as-needed,119.7,49,24.0,4,41,19
cucumber,49,24.9,80.6,6.6,5.4,loamy,4,organic,2,as-needed,158.2,24,24.6,1,15,7
ampalaya_bilog,52,31.8,73.2,6.8,6.1,clay,7,chemical,2,as-needed,153.6,27,17.3,5,26,17
upo_smooth,51,22.9,75.2,7.6,6.6,loamy,4,organic,1,intensive,221.6,14,8.3,5,65,27
cucumber,21,23.6,76.7,7.1,7.7,silty,7,chemical,1,none,210.7,19,24.1,3,23,7
ampalaya_bilog,40,32.0,69.0,7.2,6.1,loamy,6,organic,4,as-needed,285.9,65,8.0,3,31,13
cucumber,47,36.2,74.1,4.2,5.2,loamy,6,mixed,2,none,60.0,78,21.4,3,18,3
cucumber,20,22.3,73.7,7.2,6.7,silty,6,none,4,regular,209.1,11,14.6,4,16,8
upo_smooth,92,19.6,75.9,3.8,6.7,clay,3,mixed,1,as-needed,167.7,36,17.7,3,15,9
cucumber,47,21.4,91.4,6.8,6.5,loamy,3,mixed,2,as-needed,154.2,63,8.6,3,17,16
upo_smooth,56,32.9,61.7,9.4,6.4,loamy,8,none,1,regular,126.6,41,20.5,2,11,1
ampalaya_bilog,28,21.6,56.4,6.6,6.5,clay,5,mixed,0,none,279.5,47,16.6,2,17,2
upo_smooth,69,16.5,60.9,8.5,6.6,silty,3,chemical,2,none,328.5,52,15.3,5,30,11
patola,58,25.0,49.8,6.4,6.8,clay,2,chemical,2,as-needed,380.3,10,15.9,2,9,4
cucumber,46,22.8,71.3,7.2,6.2,silty,4,chemical,4,none,162.8,52,15.0,5,32,18
upo_smooth,56,28.3,84.6,9.1,6.7,loamy,3,mixed,2,as-needed,275.6,20,10.9,3,35,11
upo_smooth,92,28.5,76.1,6.3,7.9,loamy,5,organic,2,regular,274.4,32,6.9,5,49,25
upo_smooth,44,26.7,83.8,7.0,6.3,sandy,4,organic,2,as-needed,211.3,20,13.8,3,38,23
cucumber,37,32.5,77.3,4.8,6.0,loamy,4,mixed,2,regular,117.7,78,8.6,5,33,17
ampalaya_bilog,96,38.5,63.8,6.1,6.6,loamy,4,chemical,3,none,182.5,21,18.9,2,2,6
ampalaya_bilog,51,18.4,62.4,6.6,5.0,silty,7,organic,4,regular,106.5,18,23.3,4,23,10
kalabasa,48,29.9,80.0,6.4,6.6,loamy,5,organic,1,regular,496.0,14,23.2,2,20,8
ampalaya_bilog,69,28.1,85.7,7.3,6.1,silty,6,organic,1,as-needed,175.4,57,24.3,3,27,13
upo_smooth,47,28.8,40.3,7.2,5.1,sandy,5,none,2,regular,167.2,44,24.3,4,28,18
cucumber,32,33.8,73.6,7.2,6.4,loamy,6,chemical,1,as-needed,173.7,39,9.8,2,18,7
kalabasa,64,29.0,62.4,7.0,6.3,clay,4,chemical,2,as-needed,353.9,11,14.5,4,30,10
ampalaya_bilog,53,25.9,75.1,7.7,6.3,clay,5,chemical,0,none,279.3,67,18.6,4,32,15
patola,104,27.2,65.9,6.4,6.6,loamy,3,organic,2,regular,163.5,27,23.6,3,24,6
upo_smooth,67,15.3,54.1,7.3,6.4,loamy,4,organic,2,as-needed,376.4,48,10.9,3,25,9
kalabasa,41,30.3,74.7,7.8,7.6,loamy,7,mixed,2,regular,475.2,28,14.7,3,31,9
ampalaya_bilog,57,28.1,62.0,6.2,6.2,silty,6,organic,0,regular,170.7,57,5.6,2,16,12
kalabasa,40,24.3,66.4,3.3,6.4,silty,2,chemical,2,none,134.7,25,18.7,5,14,5
kalabasa,66,33.6,59.9,9.2,6.7,clay,5,chemical,4,as-needed,462.9,58,7.3,5,28,11
kalabasa,39,30.4,76.4,3.5,6.7,sandy,4,mixed,1,as-needed,387.2,70,16.5,2,12,6
upo_smooth,61,27.7,78.6,8.5,6.1,loamy,5,none,2,intensive,374.4,34,7.8,3,28,11
ampalaya_bilog,30,25.4,71.2,8.0,6.3,loamy,2,chemical,2,regular,211.1,74,17.6,4,30,12
ampalaya_bilog,58,29.6,73.7,7.8,6.3,sandy,3,chemical,3,as-needed,248.3,32,11.8,4,42,17
patola,65,30.7,53.2,7.3,7.0,clay,4,organic,1,regular,292.0,14,18.6,4,32,14
cucumber,44,33.7,79.7,9.5,5.4,clay,6,none,2,none,251.4,41,13.9,4,22,8
ampalaya_bilog,26,15.6,70.7,3.6,7.7,clay,3,none,2,regular,187.1,35,9.3,4,1,8
cucumber,86,26.0,56.8,11.9,6.6,loamy,8,organic,2,regular,195.1,72,17.0,4,17,8
cucumber,38,26.6,70.7,5.9,6.3,silty,3,organic,2,intensive,168.2,77,8.8,1,19,4
ampalaya_bilog,47,19.7,70.1,6.1,7.4,clay,3,chemical,2,regular,297.1,15,20.6,3,31,11
upo_smooth,58,24.4,75.2,5.0,6.3,clay,5,chemical,2,regular,193.6,36,6.0,4,55,22
cucumber,70,27.0,69.4,8.3,6.5,loamy,4,mixed,1,as-needed,105.4,33,10.0,4,29,21
kalabasa,80,28.3,73.4,6.9,6.2,clay,4,chemical,4,none,444.5,60,15.1,2,8,2
patola,43,28.7,77.6,6.4,6.6,loamy,7,organic,2,none,234.4,45,17.3,2,13,5
upo_smooth,54,28.0,71.5,6.8,6.0,loamy,4,mixed,4,regular,253.4,74,7.0,4,61,23
patola,58,32.5,66.7,7.9,6.2,loamy,5,mixed,2,as-needed,341.6,22,5.8,2,19,8
patola,42,27.7,72.2,6.7,6.2,loamy,5,mixed,3,as-needed,114.8,69,5.0,3,18,16
upo_smooth,40,28.7,63.0,6.0,6.0,loamy,2,chemical,4,regular,324.7,22,22.4,4,48,15
ampalaya_bilog,54,21.0,73.5,5.5,6.1,silty,5,organic,1,regular,191.8,26,13.6,5,38,15
kalabasa,86,28.9,68.0,11.9,7.7,silty,6,mixed,3,as-needed,192.9,45,5.1,5,26,9
ampalaya_bilog,43,29.9,73.8,11.9,6.5,sandy,5,organic,2,intensive,322.9,39,21.7,2,21,12
ampalaya_bilog,77,29.4,74.0,7.1,6.1,loamy,6,none,0,as-needed,112.1,50,9.5,5,24,12
cucumber,45,20.3,59.7,8.7,7.5,loamy,4,mixed,3,regular,216.6,52,12.3,3,27,19
patola,47,22.6,66.0,5.7,7.1,clay,3,chemical,1,as-needed,315.0,35,16.4,3,14,10
kalabasa,56,24.5,66.1,4.5,5.7,silty,4,none,2,intensive,436.6,45,7.5,3,22,6
ampalaya_bilog,52,38.9,79.0,6.3,6.7,silty,5,chemical,0,regular,112.0,28,16.0,3,23,10
patola,63,26.0,73.1,6.7,6.4,silty,3,chemical,0,as-needed,218.0,21,8.3,3,21,9
cucumber,40,21.5,78.0,9.0,6.1,loamy,7,mixed,2,none,263.5,42,14.8,4,26,18
patola,56,19.0,70.3,8.2,7.2,clay,4,chemical,1,as-needed,112.2,79,6.1,2,1,4
cucumber,33,35.6,62.3,9.4,7.5,clay,4,organic,2,as-needed,98.6,79,20.0,2,15,6
kalabasa,63,38.6,58.4,7.3,6.7,silty,4,organic,1,regular,383.3,22,10.6,2,17,6
patola,82,31.2,60.6,6.2,6.7,loamy,3,mixed,2,regular,284.1,61,6.3,5,18,10
kalabasa,65,17.2,62.8,7.0,6.7,clay,7,chemical,1,regular,448.6,34,21.5,4,23,7
patola,76,26.1,66.4,7.5,6.3,sandy,7,none,3,intensive,192.9,15,10.0,3,20,1
ampalaya_bilog,60,25.9,60.4,6.0,6.3,loamy,5,organic,1,none,231.3,46,19.8,3,17,9
ampalaya_bilog,21,27.7,62.0,3.8,6.7,loamy,6,organic,2,intensive,167.7,73,15.1,3,11,4
upo_smooth,55,25.2,61.1,4.3,6.6,loamy,5,chemical,2,intensive,190.4,56,21.7,5,43,25
ampalaya_bilog,39,26.6,66.0,6.3,6.7,loamy,5,mixed,2,as-needed,160.2,59,19.7,3,30,13
patola,102,27.9,66.1,7.9,6.3,clay,6,organic,2,intensive,292.1,48,19.4,4,18,10
kalabasa,51,32.9,68.8,11.7,7.0,loamy,4,mixed,4,none,317.6,53,12.9,2,2,4
upo_smooth,92,32.1,72.4,6.8,6.1,silty,4,organic,2,as-needed,381.0,40,18.4,3,29,9
cucumber,43,25.1,77.0,6.9,6.6,loamy,6,none,3,as-needed,96.4,12,21.7,2,15,9
cucumber,31,24.5,62.6,7.1,6.2,sandy,4,chemical,0,none,69.8,44,21.5,3,26,11
upo_smooth,82,27.6,76.8,6.0,6.2,silty,3,organic,3,regular,253.1,57,16.0,3,33,22
patola,50,26.8,68.4,6.2,6.3,clay,6,organic,2,as-needed,266.3,79,15.7,5,28,16
kalabasa,59,32.6,56.9,5.9,6.5,clay,5,mixed,2,regular,248.3,14,21.3,5,38,13
patola,40,20.5,68.5,6.8,7.1,loamy,7,organic,0,as-needed,346.9,32,22.1,2,20,6
kalabasa,91,32.1,63.6,6.2,6.3,loamy,7,organic,1,as-needed,395.7,20,7.6,4,28,11
cucumber,21,20.7,62.5,7.1,6.8,loamy,3,organic,4,intensive,237.7,69,14.9,3,26,15
kalabasa,35,32.5,71.2,8.9,8.0,sandy,5,organic,3,regular,381.2,62,7.4,3,16,8
upo_smooth,42,19.0,77.4,7.4,6.1,clay,7,chemical,1,none,203.1,17,15.3,2,12,1
kalabasa,60,27.0,76.6,7.2,6.6,sandy,6,mixed,2,as-needed,285.1,78,16.7,3,32,12
patola,73,18.1,78.4,10.3,6.1,clay,5,organic,3,as-needed,212.7,58,20.0,3,16,4
upo_smooth,36,28.1,64.5,7.9,5.3,clay,3,none,2,as-needed,302.2,45,23.3,4,27,13
patola,63,29.5,41.3,7.8,6.8,loamy,4,none,0,as-needed,254.4,26,8.3,3,15,2
patola,60,34.7,65.9,6.1,6.4,silty,7,organic,4,intensive,281.7,67,5.4,5,35,13
kalabasa,67,25.2,75.1,6.5,6.4,loamy,4,none,2,as-needed,359.3,14,22.6,5,34,10
upo_smooth,70,24.3,58.9,6.8,7.3,silty,4,chemical,4,regular,438.4,19,22.2,3,39,21
ampalaya_bilog,40,31.1,69.8,10.3,6.8,loamy,2,chemical,0,as-needed,174.9,61,14.9,1,3,9
cucumber,50,30.7,64.3,7.3,6.5,clay,6,organic,2,as-needed,237.0,43,16.6,3,30,16
kalabasa,21,26.5,93.0,6.4,6.6,sandy,7,organic,4,regular,340.2,65,18.5,4,19,9
upo_smooth,65,24.6,79.2,10.8,6.6,loamy,4,none,4,regular,150.1,79,17.1,5,31,11
patola,28,22.6,51.0,10.3,5.8,loamy,5,organic,0,as-needed,192.5,37,20.1,1,14,1
ampalaya_bilog,22,28.5,63.6,10.9,6.2,loamy,5,organic,3,none,99.1,24,10.7,2,18,2
kalabasa,103,25.0,73.8,4.3,6.5,loamy,7,organic,4,intensive,509.5,37,7.4,4,22,7
ampalaya_bilog,64,18.3,71.0,6.6,6.1,loamy,2,chemical,0,as-needed,110.5,36,21.8,5,27,6
ampalaya_bilog,33,16.2,42.4,7.9,6.0,silty,6,organic,0,as-needed,120.5,18,15.4,3,16,5
upo_smooth,52,27.4,75.6,7.8,6.9,sandy,3,organic,2,as-needed,305.8,42,5.9,3,46,26
patola,36,36.7,63.7,7.6,6.1,loamy,4,chemical,4,regular,297.9,34,11.0,3,14,2
ampalaya_bilog,48,28.6,75.0,6.2,6.7,silty,5,chemical,3,as-needed,129.4,14,11.4,3,33,17
ampalaya_bilog,50,25.9,51.6,7.1,5.2,clay,6,mixed,4,intensive,281.6,53,7.6,4,43,16
cucumber,67,26.7,68.6,7.8,6.6,silty,5,mixed,2,as-needed,130.0,11,23.5,3,38,15
upo_smooth,53,26.4,74.4,10.7,6.4,clay,6,chemical,3,regular,336.2,70,18.8,2,16,13
ampalaya_bilog,89,31.0,77.6,7.7,6.1,clay,2,chemical,3,none,145.4,74,17.3,3,20,11
cucumber,83,27.8,71.7,6.5,6.2,loamy,3,mixed,1,none,68.4,38,15.5,1,3,8
cucumber,22,25.4,64.9,7.7,6.4,sandy,6,organic,2,intensive,180.8,74,14.2,5,35,18
kalabasa,58,16.2,61.4,6.5,6.5,loamy,5,mixed,2,as-needed,313.3,61,10.4,5,29,10
ampalaya_bilog,43,37.5,87.7,6.0,6.0,silty,6,organic,1,as-needed,175.5,36,11.4,4,25,8
kalabasa,53,25.6,75.9,7.1,6.6,loamy,5,organic,0,regular,372.6,17,6.4,3,26,11
upo_smooth,55,27.4,43.3,6.2,6.4,silty,4,organic,2,as-needed,421.0,28,24.8,3,38,20
ampalaya_bilog,21,27.0,60.0,11.9,6.1,clay,2,none,1,intensive,315.8,23,8.2,3,24,5
cucumber,64,27.1,70.5,9.0,6.6,sandy,4,organic,3,intensive,149.2,48,5.1,1,14,6
kalabasa,58,21.0,73.0,6.8,6.5,sandy,5,organic,2,as-needed,398.6,76,21.4,5,44,13
kalabasa,81,38.4,75.8,9.6,7.8,silty,8,organic,2,regular,359.4,38,24.7,5,27,8
patola,40,25.5,72.8,6.7,5.7,sandy,3,mixed,0,none,143.2,39,11.7,2,15,7
kalabasa,56,23.4,78.3,7.1,6.7,loamy,3,chemical,3,regular,338.9,27,17.7,3,30,9
cucumber,38,28.0,46.8,7.6,6.5,clay,5,chemical,2,none,263.6,31,7.3,5,20,15
kalabasa,71,28.2,68.4,11.6,7.9,sandy,5,organic,1,as-needed,384.8,38,8.6,4,27,12
upo_smooth,53,39.6,61.8,10.3,5.2,loamy,4,chemical,2,regular,304.5,36,5.5,5,32,4
ampalaya_bilog,48,16.8,70.5,6.6,5.9,silty,5,chemical,3,as-needed,238.3,42,20.6,3,24,9
cucumber,39,31.5,76.0,7.8,6.8,sandy,3,none,2,regular,155.1,24,9.6,4,30,13
ampalaya_bilog,80,21.3,74.6,7.8,6.8,loamy,7,mixed,3,none,321.8,43,21.0,2,6,4
kalabasa,89,31.6,87.5,7.7,6.7,clay,3,mixed,1,regular,336.0,46,19.5,3,34,7
cucumber,51,16.4,79.7,8.0,5.8,silty,5,chemical,0,as-needed,119.8,20,15.4,3,18,11
patola,90,17.3,70.5,8.9,6.1,clay,2,chemical,3,none,266.3,39,17.1,3,5,1
patola,65,28.0,63.6,4.0,6.1,loamy,3,organic,1,as-needed,137.9,37,16.1,2,25,8
kalabasa,55,29.4,79.2,7.3,6.2,loamy,4,organic,2,as-needed,149.8,76,24.1,4,30,11
cucumber,46,21.0,86.2,6.1,7.3,loamy,5,chemical,2,none,260.2,11,5.2,3,27,13
cucumber,85,24.0,60.1,4.5,6.7,clay,8,none,2,intensive,128.6,66,16.2,5,10,1
patola,54,28.4,67.7,7.9,6.3,silty,3,chemical,1,intensive,243.2,78,8.4,4,35,17
ampalaya_bilog,60,25.3,68.1,7.8,6.7,silty,3,mixed,1,as-needed,284.0,73,18.7,2,36,13
ampalaya_bilog,24,25.8,52.1,11.8,6.6,sandy,5,chemical,2,as-needed,191.5,69,18.4,4,13,16
cucumber,35,27.3,77.4,6.9,6.4,sandy,6,mixed,2,none,129.4,18,24.6,2,20,8
upo_smooth,74,25.2,69.4,11.1,6.1,loamy,5,organic,4,as-needed,176.3,25,6.7,3,31,19
patola,37,30.6,71.3,7.1,7.1,loamy,5,none,1,regular,235.3,25,9.8,4,18,6
patola,55,29.6,63.0,7.4,6.2,silty,3,none,2,intensive,262.9,51,15.8,1,2,7
upo_smooth,68,26.2,61.3,8.2,6.1,loamy,4,mixed,2,as-needed,383.2,39,13.9,3,48,26
upo_smooth,65,28.9,75.5,7.0,6.5,loamy,6,mixed,2,as-needed,342.6,22,24.4,4,48,21
cucumber,42,28.0,79.9,6.6,6.2,loamy,2,none,3,as-needed,83.4,34,19.3,3,21,2
kalabasa,49,18.8,79.2,6.7,6.1,clay,5,organic,2,regular,528.0,65,9.6,5,27,10
patola,57,30.2,61.9,5.1,6.5,silty,6,chemical,2,as-needed,266.6,60,14.6,3,24,16
kalabasa,59,34.7,69.5,6.0,6.7,silty,8,organic,1,as-needed,267.3,42,12.3,5,40,10
cucumber,34,26.0,63.7,6.5,6.4,loamy,5,organic,2,intensive,251.6,58,24.4,4,48,21
kalabasa,69,19.6,67.0,6.6,6.7,clay,4,none,1,regular,444.9,32,23.8,3,14,7
kalabasa,78,29.8,74.3,6.8,6.2,clay,3,chemical,3,as-needed,236.5,40,17.9,3,23,8
ampalaya_bilog,48,35.6,67.8,6.4,7.9,loamy,3,organic,2,regular,98.5,76,10.5,1,11,1
ampalaya_bilog,55,29.7,40.6,8.0,6.1,loamy,5,chemical,3,as-needed,320.2,54,21.9,3,25,10
patola,65,39.8,62.3,7.0,6.4,sandy,4,chemical,0,as-needed,151.1,55,24.1,4,16,13
cucumber,40,26.1,42.7,6.9,6.8,loamy,3,chemical,4,as-needed,99.3,46,7.4,3,29,8
patola,29,29.6,75.7,7.5,6.3,loamy,5,chemical,2,as-needed,184.6,59,24.3,5,28,12
kalabasa,24,28.7,72.8,9.2,6.5,silty,4,chemical,3,none,272.3,19,21.8,4,18,7
upo_smooth,51,25.1,71.0,6.4,6.2,loamy,3,organic,2,as-needed,439.5,15,17.9,2,38,14
kalabasa,50,29.6,79.4,7.6,6.0,sandy,8,organic,3,as-needed,349.2,20,21.2,2,14,7
patola,71,38.3,73.5,6.7,7.9,silty,4,organic,2,as-needed,341.3,40,22.6,4,21,8
patola,54,29.3,43.6,6.4,6.7,sandy,5,chemical,2,as-needed,120.6,16,10.5,3,20,10
upo_smooth,81,27.3,78.6,5.3,6.6,silty,3,chemical,0,as-needed,158.2,55,17.0,1,8,1
upo_smooth,61,25.0,69.6,6.3,6.7,sandy,3,organic,4,regular,281.4,23,16.2,5,53,31
kalabasa,53,35.8,80.0,8.3,6.3,loamy,5,mixed,2,regular,535.2,16,10.4,2,19,3
upo_smooth,31,16.7,42.2,6.2,5.8,clay,3,chemical,2,as-needed,294.9,41,7.6,5,28,8
